name,cuisine,cost,img_link,rating,n_ratings,address
La Salsa,"Mexican, Latin",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/17/7c/ff/bd/eatdrinkmusicsociallive.jpg,4.0,216,"Block 11, Dempsey Road, #01-17. Singapore 249673, Singapore 249673 Singapore"
Bayang,"Asian, Indonesian",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/18/61/46/fe/img-20190719-211940-largejpg.jpg,4.0,175,"3A River Valley Road Merchants' Court #01-05, Singapore 179020 Singapore"
Capri Trattoria & Pizzeria,"Italian, Pizza",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/11/63/13/8f/airflown-live-boston.jpg,4.5,173,"3 Binjai Park Binjai Park 3 Binjai Park, Singapore 589819 Singapore"
Cook & Brew,"Bar, International",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/0e/f6/7c/db/cook-brew.jpg,4.0,261,"12 Marina View Asia Square Tower 2 The Westin Singapore, Singapore 018961 Singapore"
Blue Jasmine,"Asian, Thai",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/11/15/d8/58/signature-dessert-mango.jpg,4.0,170,"10 Farrer Park Station Road Level 5, Holiday Inn Singapore Little India, Singapore 217564 Singapore"
Ng Ah Sio Pork Ribs Soup Eating House (Rangoon Road),"Chinese, Asian",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/03/d1/a5/1b/ng-ah-sio-pork-ribs-soup.jpg,4.0,266,"208 Rangoon Road Hong Building Hong Building, Singapore 218453 Singapore"
Pasta Fresca Da Salvatore,"Italian, Pizza",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/05/48/15/2c/pasta-fresca-da-salvatore.jpg,4.0,341,"30 Boat Quay, Singapore 049819 Singapore"
Asia Grand,"Chinese, Asian",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/0d/a3/3c/d2/photo1jpg.jpg,4.0,191,"331 North Bridge Road Odeon Towers, Singapore 188720 Singapore"
Pizza Fabbrica,"Italian, Pizza",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/16/13/e2/a9/delicious-pizza.jpg,4.0,235,"8 Haji Lane, Singapore 189201 Singapore"
The Carvery,Contemporary,$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/1b/45/bc/ee/our-carving-station-where.jpg,4.0,285,"323 Alexandra Road Alexandra Central Level 7, Park Hotel Alexandra, Singapore 159972 Singapore"
Jaggi's Northern Indian Cuisine,"Indian, Asian",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/15/5d/35/37/facade.jpg,4.0,269,"142 Race Course Road #34-36 Ritz @ Farrer, Singapore 218593 Singapore"
Shahi Maharani North Indian Restaurant,"Indian, Asian",$$$$,https://media-cdn.tripadvisor.com/media/photo-p/11/d6/9f/5d/photo2jpg.jpg,4.0,322,"252 North Bridge Road #03-21B Raffles City Shopping Centre, Singapore 179103 Singapore"
Dallas Restaurant & Bar (Boat Quay),"Bar, American",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/12/68/4a/ba/dallas-restaurant-bar.jpg,4.0,237,"31 Boat Quay, Singapore Singapore"
Element at Amara Singapore Hotel,"Seafood, International",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/18/34/91/1f/photo0jpg.jpg,4.0,309,"165 Tanjong Pagar Road Amara Singapore, Singapore 088539 Singapore"
Shangri-la's Rasa Sentosa Resort Restaurants,"Italian, Chinese",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/09/b5/39/37/shangri-la-s-rasa-sentosa.jpg,4.5,181,"101 Siloso Road Shangri-La's Rasa Sentosa Resort & Spa Shangri-La Rasa Sentosa, Singapore 098970 Singapore"
Dusk Restaurant & Bar,Central European,$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/22/02/64/86/chef-s-premium-7-course.jpg,4.5,120,"109 Mount Faber Road Level 2, Mount Faber Peak, Singapore 099203 Singapore"
Food Capital,"International, Singaporean",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/27/e9/8c/9e/food-capital-best-buffet.jpg,4.0,288,"392 Havelock Road Grand Copthorne Waterfront Grand Copthorne Waterfront, Singapore 169663 Singapore"
Tatsuya,"Japanese, Sushi",$$$$,https://media-cdn.tripadvisor.com/media/photo-p/15/cb/1b/05/photo7jpg.jpg,4.0,308,"22 Scotts Road Goodwood Park Hotel, Singapore 228221 Singapore"
TWG Tea at ION Orchard,International,$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/0b/12/cf/e3/twg-tea-at-ion-orchard.jpg,4.0,381,"2 Orchard Turn Ion Orchard Ion Orchard Level 1 Grand Atrium, Singapore 238801 Singapore"
Chicken Up,"Asian, Korean",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/04/5d/19/60/chicken-up.jpg,4.0,289,"48 Tanjong Pagar Road #01-01, Singapore 088469 Singapore"
Dabbawalla,"Indian, Asian",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/10/33/23/9c/dabbawalla-indoor-dining.jpg,4.0,213,"60 Robertson Quay #01_10/11, Singapore 229457 Singapore"
Komala's Restaurant,"Indian, Fast food",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/0e/21/3b/d6/inside.jpg,4.0,260,"330 Serangoon Road #328-332, Singapore 218113 Singapore"
L'Angelus,"French, European",$$$$,https://media-cdn.tripadvisor.com/media/photo-s/15/a3/32/79/l-angelus-restaurant.jpg,4.0,217,"85 Club Street, Singapore 069453 Singapore"
Sinfonia Ristorante,"Italian, European",$$$$,https://media-cdn.tripadvisor.com/media/photo-p/12/61/19/66/photo5jpg.jpg,4.5,134,"11 Empress Place Victoria Memorial Hall 01-01 Victoria Concert Hall, Singapore 179558 Singapore"
Tandoori Culture,"Indian, Asian",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/17/f4/c0/7c/tandoori-culture-boon.jpg,4.5,144,"5 Boon Tat Street #01-01, Singapore 069613 Singapore"
The Peranakan,Singaporean,$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/12/b7/3a/88/welcome-to-the-peranakan.jpg,4.0,220,"442 Orchard Road Orchard Hotel Singapore Level 2, Unit 02-01. Claymore Connect, Singapore 238879 Singapore"
Kuriya Dining,"Japanese, Asian",$$$$,https://media-cdn.tripadvisor.com/media/photo-s/0e/a2/a2/7a/photo3jpg.jpg,4.5,113,"1 Kim Seng Promenade Great World City #01-28 Great World City, Singapore 237994 Singapore"
Saveur (Purvis),"Fusion, French",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/04/73/ef/07/savuer.jpg,4.0,703,"5 Purvis Street, #01-04 Talib Court, Singapore 188584 Singapore"
Pince and Pints (Duxton),"Bar, Seafood",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/12/8e/ce/0c/ever-popular-lobster.jpg,4.0,293,"33 Duxton Road, Singapore 089497 Singapore"
La Strada,"Italian, European",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-p/12/85/48/db/la-strada.jpg,4.0,169,"1 Scotts Road Shaw Centre #01-13 Shaw Centre, Singapore 228208 Singapore"
elemen,"Asian, Fusion",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/17/fd/dd/e7/photo1jpg.jpg,4.0,448,"9 Raffles Boulevard Millenia Walk #01-75 Millenia Walk, Singapore 039596 Singapore"
NUDE Seafood,"Seafood, Asian",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/15/74/ca/96/fisherman-s-stew.jpg,4.5,115,"12 Marina Boulevard Marina Bay Financial Centre Marina Bay Financial Centre Tower 3, #01-02, Singapore 018982 Singapore"
Best Satay,"Barbecue, Asian",$,https://media-cdn.tripadvisor.com/media/photo-s/09/74/8f/54/20151029-201336-largejpg.jpg,4.0,185,"Lau Pa Sat 18 Raffles Quay, Singapore 048582 Singapore"
Ruth's Chris Steak House,"American, Steakhouse",$$$$,https://media-cdn.tripadvisor.com/media/photo-s/15/cb/7a/57/filet.jpg,4.0,292,"6 Raffles Boulevard Marina Square PARKROYAL COLLECTION Marina Bay, 4th Level, Singapore 039594 Singapore"
Imperial Treasure Super Peking Duck Restaurant,"Chinese, Asian",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/0c/40/f3/62/imperial-treasure-super.jpg,4.0,216,"8 Marina View #02-08 Asia Square Tower 1 8 Marina View, Singapore 018960 Singapore"
Wanton,"Chinese, Asian",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/0e/1d/17/80/threesome-wanton-bowl.jpg,4.0,140,"52 Amoy Street, Singapore 069878 Singapore"
Little Island Brewing Co @ South Beach,"International, Contemporary",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/1b/13/87/64/come-try-our-draft-cocktails.jpg,4.5,111,"26 Beach Road #1-16 #B South Beach Avenue, Singapore 189768 Singapore"
Clove,"International, Healthy",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/24/74/d4/b8/all-day-dining-destination.jpg,4.0,133,"2 Stamford Road Level 2, Swissôtel The Stamford, Singapore 178882 Singapore"
Don Quijote Spanish Restaurant,"European, Spanish",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-p/11/bb/2c/14/photo0jpg.jpg,4.0,331,"7 Dempsey Road #01-02, Singapore 249684 Singapore"
8 Korean BBQ,"Asian, Korean",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/0f/d7/1d/d3/8-korean-bbq-kimchi.jpg,4.0,271,"1 Scotts Road Shaw Centre #04-20/21, Singapore 228208 Singapore"
Sun With Moon Japanese Dining & Cafe,"Japanese, Sushi",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/1c/8f/dc/25/dinning-area.jpg,4.0,228,"501 Orchard Road Wheelock Place #03-15/16/17 Wheelock Place, Singapore 238880 Singapore"
PS.Cafe One Fullerton,"Bar, Cafe",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/17/45/83/1d/pscafe-one-fullerton.jpg,4.5,153,"1 Fullerton Road One Fullerton #02-03b /04, Singapore 049213 Singapore"
Tim Ho Wan,"Chinese, Asian",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/1b/4b/00/c2/2.jpg,4.0,576,"68 Orchard Road Plaza Singapura 01-29A/52 Plaza Singapura, Singapore 238839 Singapore"
Spring Court Restaurant,"Chinese, Asian",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-f/0c/8d/47/e2/spring-court-s-5-storey.jpg,4.0,314,"56 Upper Cross Street, Singapore 058348 Singapore"
RedDot BrewHouse Dempsey,"European, Bar",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/04/cb/08/e6/red-dot.jpg,4.0,315,"25A Dempsey Road, Singapore 247691 Singapore"
Atout,"French, European",$$$$,https://media-cdn.tripadvisor.com/media/photo-s/19/7e/10/04/photo0jpg.jpg,4.0,162,"40C Harding Road, Singapore 249548 Singapore"
Tanglin Club,"European, International",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/19/75/bf/42/main-clubhouse.jpg,4.0,132,"5 Stevens Road Tanglin Club, Singapore 257814 Singapore"
Original Sin,Mediterranean,$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/0e/f4/9e/14/tiramisu.jpg,4.0,347,"#01, 43 Jln Merah Saga, 62 Holland Village Chip Bee Gardens, Singapore 278115 Singapore"
Baci Baci,Italian,$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/1b/3d/94/c3/rocket-salad-cherry-tomatoes.jpg,4.5,130,"27 Lichfield Road Serangoon Garden Estate, Singapore 556847 Singapore"
Walking On Sunshine at Orchard Central,"Cafe, Wine Bar",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-p/18/3a/53/c0/souffle-pancake.jpg,4.5,123,"181 Orchard Road Orchard Central #03-07, Singapore 238896 Singapore"
Verre Modern Bistro & Wine Bar,"French, European",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-p/14/c2/7d/b5/food-and-service-outstanding.jpg,4.0,155,"8 Rodyk Street 8 Rodyk Floor 01 Unit 05 06, Singapore 238216 Singapore"
Chock Full of Beans,Cafe,$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-p/1d/3f/e7/0d/photo0jpg.jpg,4.0,155,"4 Changi Village Road #01-2090, Singapore 500004 Singapore"
Brotzeit (Raffles City),"German, Bar",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-p/1a/fb/5b/29/sausage-platter.jpg,4.0,305,"252 North Bridge Road Raffles City Shopping Centre #01-17 Raffles City Shopping Centre, Singapore 179103 Singapore"
PeraMakan,"Asian, Singaporean",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-p/14/af/e0/a8/photo2jpg.jpg,4.0,175,"10 Bukit Chermin Road Keppel Club Level 3, Keppel Club, Singapore 109918 Singapore"
Yum Cha Restaurant,"Chinese, Asian",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/0d/eb/7c/4f/yum-cha-restaurant.jpg,3.5,653,"20 Trengganu Street #02-01 Jinshan Hotel off Temple street, Chinatown, Singapore 058479 Singapore"
Bochinche,"Steakhouse, Argentinian",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/24/ca/59/fd/beautiful-interior-of.jpg,4.0,180,"27 Club Street, Singapore 069413 Singapore"
Pietrasanta,"Italian, Pizza",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/03/c9/7d/5f/pietrasanta.jpg,4.0,281,"1 Fusionopolis Way #01-08 Connexis, Singapore 138632 Singapore"
Muthu's Curry - Suntec,"Indian, Asian",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/17/42/69/32/suntec-outlet.jpg,4.0,159,"3 Temasek Boulevard Suntec City Mall ##B1-109/177 Suntec City Mall, Singapore 038983 Singapore"
Min Jiang Goodwood Park Hotel,"Chinese, Asian",$$$$,https://media-cdn.tripadvisor.com/media/photo-s/1c/22/f7/29/min-jiang-main-dining.jpg,4.0,263,"Goodwood Park Hotel 22 Scotts Road, Singapore 228221 Singapore"
Prive Wheelock,"Bar, Cafe",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/11/8d/63/15/prive-orchard.jpg,4.0,327,"501 Orchard Road Wheelock Place, Singapore 238880 Singapore"
Komala Vilas Restaurant,"Indian, Asian",$,https://media-cdn.tripadvisor.com/media/photo-s/10/df/7b/de/img-20171005-080935-475.jpg,4.0,161,"76 Serangoon Road, Singapore 217981 Singapore"
Chinatown Seafood Restaurant,"Chinese, Singaporean",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/14/06/af/f9/chinatown-seafood-restaurant.jpg,4.0,"1,134","51 Pagoda Street, Singapore 059212 Singapore"
The Chop House Vivo City,"American, Bar",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/09/67/7a/61/20151031-133123-largejpg.jpg,4.0,352,"#01-161/162 VivoCity, Singapore 098585 Singapore"
La Braceria Pizza & Grill,"Italian, Pizza",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-p/1b/1a/1b/72/photo4jpg.jpg,4.0,231,"5 Greendale Avenue Greendale Court, Singapore 289501 Singapore"
La Taperia,"Mediterranean, European",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/1c/b7/2a/be/20210306-135132-largejpg.jpg,4.0,202,"1 Scotts Road #02-18 Shaw Centre Shaw Centre, Singapore 228208 Singapore"
Taratata Brasserie,"French, European",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/11/51/59/27/taratata-bistrot-singapore.jpg,4.0,247,"35A Keong Saik Road Ground Floor, Singapore 089142 Singapore"
Window on the Park,"Singaporean, International",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/1c/61/9f/8e/a-la-carte-lunch-dinner.jpg,3.5,488,"11 Cavenagh Road Holiday Inn Singapore Orchard City Centre Level 2 Holiday Inn Park View, Singapore 229616 Singapore"
RedDot Brewhouse,"European, Bar",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/15/6f/62/1f/reddot-boat-quay-frontage.jpg,4.0,218,"33/34 Boat Quay, Singapore 049823 Singapore"
Shinzo Japanese Cuisine,"Japanese, Sushi",$$$$,https://media-cdn.tripadvisor.com/media/photo-p/0e/78/0b/c7/photo2jpg.jpg,4.5,131,"17 Carpenter Street #01-01, Singapore 059906 Singapore"
Mrs Pho Bussorah,"Asian, Vietnamese",$,https://media-cdn.tripadvisor.com/media/photo-s/11/3f/39/09/photo3jpg.jpg,4.0,266,"349 Beach Road, Singapore 199570 Singapore"
Le Bistrot du Sommelier,"French, European",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/0f/04/d2/4d/interior-le-bistrot-du.jpg,4.0,279,"53 Armenian Street, Singapore 179940 Singapore"
Casa Tartufo,"Italian, Wine Bar",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/0b/a5/2b/6c/long-table-set-up.jpg,4.0,191,"6 Mohamed Sultan Road, Singapore 238956 Singapore"
Ippudo Singapore,"Japanese, Asian",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/11/a8/1a/30/restaurant-overview.jpg,4.0,364,"333A Orchard Road, #04-02 /03 /04 Mandarin Gallery Mandarin Gallery, Singapore 238897 Singapore"
No Signboard Seafood,"Chinese, Seafood",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/08/bb/11/7e/no-signboard-seafood.jpg,3.5,761,"414 Geylang Road, Singapore 389392 Singapore"
Podi & Poriyal,"Healthy, Indian",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/20/33/4c/6b/we-ve-attempted-to-create.jpg,4.5,121,"486 Serangoon Road, Singapore 218151 Singapore"
Yan,"Chinese, Asian",$$$$,https://media-cdn.tripadvisor.com/media/photo-s/1a/1e/0b/c6/house-special-local-lobster.jpg,4.0,315,"1 St. Andrew's Road National Gallery Singapore #05-02, National Gallery Singapore, Singapore 178957 Singapore"
Sushi Airways,"Japanese, Sushi",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-f/11/fc/db/3a/grilled-lobster-with.jpg,4.5,131,"20A Baghdad Street, Singapore 199659 Singapore"
Red Eye Smokehouse,"Southwestern, Barbecue",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/0e/9a/5b/9a/kansas-city-bbq-pork.jpg,4.0,113,"1 Cavan Road, Singapore 209842 Singapore"
Cafe Mosaic,"Singaporean, International",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/18/7d/f3/66/restaurant-interiors.jpg,4.0,306,"76 Bras Basah Road Carlton Hotel, Singapore 189558 Singapore"
Meatsmith,"American, Bar",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-p/15/fc/3a/27/photo1jpg.jpg,4.0,325,"169 Telok Ayer Street Level 2, Singapore 068620 Singapore"
Ellenborough Market Cafe,"Chinese, International",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-p/15/cc/db/65/photo2jpg.jpg,4.0,406,"20 Merchant Road Swissotel Merchant Court Singapore, Singapore 058281 Singapore"
Shish Mahal Restaurant,"Indian, Asian",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/11/17/73/54/photo2jpg.jpg,4.0,197,"180 Albert Street Village Hotel Albert Court #01-20 Albert Court Hotel & Mall, Singapore 189971 Singapore"
Bao Makers,"Asian, Singaporean",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/0a/cf/0d/c3/pork-bulgogi-bao.jpg,4.0,118,"4 Jiak Chuan Road, Singapore 089261 Singapore"
Oasis,"Barbecue, International",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/10/c5/06/57/oasis.jpg,4.0,132,"10 Scotts Road Grand Hyatt Singapore Grand Hyatt Singapore, Singapore 228211 Singapore"
Lucha Loco,"Mexican, Latin",$$ - $$$,https://media-cdn.tripadvisor.com/media/photo-s/1b/00/51/f1/garden-terrace-of-lucha.jpg,4.0,270,"15 Duxton Hill, Singapore 089598 Singapore"
